genes,logFC,logCPM,F,PValue,FDR
YIL121W,-2.81769762472327,6.68319869371289,7561.28977982367,5.4820186879571e-50,3.3358083716219e-46
YDR033W,-3.75469194880384,8.96623856374692,6608.24213836252,9.77573771457191e-49,2.71912977166736e-45
YHR215W,-4.36072210089215,7.27212946740259,6511.33354995997,1.34057342892392e-48,2.71912977166736e-45
YGR234W,-4.20490620807831,8.48516912669989,5327.86805050218,9.72796291232869e-47,1.479866358038e-43
YAR071W,-4.21060755536325,7.62809999053225,4599.06991488334,2.24226871080422e-45,2.72884102104873e-42
YML123C,-4.67858553728805,9.21299023073922,4457.84037417658,4.35908342178786e-45,4.42083710359652e-42
YOR290C,-7.38794009227258,6.5326912476411,3712.05181828431,2.14926404639294e-43,1.86832453175729e-40
YOR153W,-2.76573588616426,9.77475255002878,3574.94380044705,4.78502762902801e-43,3.63961164032943e-40
YER081W,3.12521796222489,9.05823365335051,3209.54406242034,4.72975841958009e-42,3.19784222034943e-39
YPL257W-B,-2.46086310729064,7.3437377568114,2664.95312737134,2.43975478609445e-40,1.48459078733847e-37
YDR365W-B,-2.34958836860563,7.44990186909881,2650.31537279351,2.74158363735471e-40,1.5165942212094e-37
YAR009C,-2.46221805393072,7.19157770443659,2611.51206613354,3.74652296645956e-40,1.8997993542422e-37
YDR261C-D,-2.60750040976452,7.53548381367477,2520.2358066612,7.95508871178446e-40,3.69545007475727e-37
YML039W,-2.46933243414762,7.58568657353106,2512.32469247325,8.50226804381294e-40,3.69545007475727e-37
YJR027W,-2.36583420137074,7.81468458115671,2441.17360039743,1.56120239703426e-39,6.25716746629272e-37
YML045W,-2.33728317602799,7.61007778504567,2435.12661643161,1.64526999935388e-39,6.25716746629272e-37
YDR406W,-1.98667899012424,7.42429853425095,2419.43990740418,1.88619493286737e-39,6.75146833323409e-37
YPR137C-B,-2.27350832429567,7.36465613491287,2404.13580627601,2.15701931628456e-39,7.29192363310641e-37
YGR038C-B,-2.23728430460717,7.57710941809945,2391.3713310003,2.413969920177e-39,7.73105629698791e-37
YPR158C-D,-2.41934103072819,7.78346555319409,2361.55534322851,3.14709392672923e-39,9.57503327207368e-37
YER138C,-2.46861546573962,7.54539138206339,2335.65578745698,3.97305075066976e-39,1.15123875322979e-36
YJL012C,-1.41144636625538,8.16142212063657,2277.67700400551,6.75706588567766e-39,1.86894299610675e-36
YLR157C-B,-2.44045360057975,7.86142500977834,2237.40225322169,9.84885486702414e-39,2.60566442894965e-36
YHR214C-B,-2.18116788067028,7.53763115673677,2218.42008344347,1.17899307079719e-38,2.98923868158372e-36
YDR098C-B,-2.13762563284471,7.35345513126481,2178.76678628474,1.7252513264571e-38,4.19926172859657e-36
YGL028C,-1.68015627412881,6.60322111714356,2159.34254130922,2.08413303200766e-38,4.87767288452562e-36
YPR158W-B,-2.34334163365893,7.4382298376933,2133.18084958204,2.69536856397456e-38,6.07456211547599e-36
YJR029W,-2.33213399743944,7.66429152581544,2085.57093986851,4.3388152256725e-38,9.42917523150613e-36
YLR227W-B,-2.32948399009229,7.44584628740402,2072.78054706755,4.93973867817734e-38,1.0364934433348e-35
YCL064C,-1.36946468281987,8.47842574180194,2060.08640586419,5.6227755867931e-38,1.14048631485453e-35
YPL095C,-1.93855859015518,6.23595888381734,2051.93359760249,6.1130033598379e-38,1.19992340143915e-35
YOL103W-B,-2.47527695227898,7.77459852171837,2046.62677642432,6.45597090136287e-38,1.22764321671228e-35
YDR316W-B,-2.28578935621456,7.43916521672389,2016.83650341362,8.79368157332237e-38,1.62150158708081e-35
YOR273C,-2.22197123497556,7.971808543015,1990.4739104014,1.16029223945565e-37,2.06643372037537e-35
YOR306C,-1.31180119623444,6.71020556632603,1988.19920379199,1.18858143324795e-37,2.06643372037537e-35
YER011W,-4.24058200573578,7.56460230997008,1977.21034826872,1.33577467130039e-37,2.25783024301746e-35
YPL019C,-2.47397907410916,7.89531571810117,1966.43468161498,1.49872672748018e-37,2.46479787478835e-35
YMR050C,-2.27349178370684,7.802671455752,1925.75999454337,2.32736034663665e-37,3.72301767439577e-35
YDR210C-D,-2.08427377369342,7.3830174293396,1923.47904089462,2.38615758917724e-37,3.72301767439577e-35
YMR045C,-2.27431744380555,7.48296547822144,1911.49007181022,2.72181955242853e-37,4.1405679941319e-35
YGR027W-B,-2.37119646766763,7.72911830935273,1903.89376315907,2.95977256118576e-37,4.39273561824765e-35
YNL284C-B,-2.12380124489256,7.92733691595496,1895.81553486961,3.23685153468892e-37,4.68958133061478e-35
YGR161C-D,-2.06669550592699,7.50813312042784,1893.69023271433,3.31416823736455e-37,4.68993342427053e-35
YBR012W-B,-2.02538283873633,7.10090707066547,1874.87526485793,4.08908264252222e-37,5.65501542721539e-35
YBL005W-B,-2.16678714303735,7.37874685956745,1848.97724545694,5.47905118498611e-37,7.40889476903122e-35
YOR142W-B,-2.15201526921471,7.23905106217615,1819.01187080518,7.72561557395159e-37,1.02196458190207e-34
YER160C,-2.22607059739737,7.34125270233206,1800.14544429279,9.61890703103005e-37,1.24534147412378e-34
YHL047C,-1.83034915205336,7.55406199059948,1626.14906674603,8.12885095268747e-36,1.03050120931465e-33
YER001W,-2.32885648172079,6.23331170976335,1616.22678205585,9.24194834464285e-36,1.14769909545208e-33
YBR067C,-2.86166874461381,8.96108203838887,1579.79922220123,1.49032081304496e-35,1.81372042947571e-33
YER124C,-1.79030825865935,6.43028168287567,1560.59268689924,1.92565218623826e-35,2.29756736338427e-33
YBR092C,-2.72107674844398,7.28128944556397,1520.39095077286,3.32599561273494e-35,3.89205448144079e-33
YNL054W-B,-1.94430906540318,7.21364364670251,1501.25381821628,4.33568607726479e-35,4.97785844908608e-33
YDR399W,-1.88792260645486,7.60542987108933,1497.58757421856,4.56329148786256e-35,5.14215346363771e-33
YLR035C-A,-2.09554003647434,6.79106835557158,1471.40896827548,6.59927819969536e-35,7.30120142639023e-33
YKL109W,-2.09419985664332,7.61411327936639,1434.86568094866,1.11646586141548e-34,1.21315977977021e-32
YPR149W,-2.10320342171494,8.43997841160694,1371.94417515282,2.84837270939547e-34,3.04076279590727e-32
YLL052C,-2.69674974517179,3.14840121722743,1343.63959656961,4.40056531118425e-34,4.61679998595796e-32
YKL062W,-2.1309334601494,7.08342749258528,1337.91734664362,4.81026273649707e-34,4.96109300874316e-32
YDR011W,-1.28668036520209,7.73532085337623,1314.34587593125,6.96834476282991e-34,7.06706298030334e-32
YIL169C,-2.89054920514876,7.75596454914133,1313.23269888587,7.0925125400102e-34,7.07507193540362e-32
YPL025C,3.54729028494427,3.96682472490783,1304.66257387912,8.12953011566981e-34,7.97874044416948e-32
YFR055W,-2.02092922800573,6.83895942199708,1245.61883591883,2.13266022247044e-33,2.05987896090994e-31
YDR077W,-3.38207335836685,11.6147337539313,1238.96334204846,2.38415985624862e-33,2.26681448832388e-31
YOR376W,3.63468664260004,2.73589194528028,1207.66000225614,4.05948007583018e-33,3.80029788637333e-31
YDL039C,-3.04581036330411,7.55542424432721,1199.79242269753,4.65021377560119e-33,4.28735618553534e-31
YDR034C-D,-1.34820949629796,6.37053295690888,1195.75013062871,4.9880800382926e-33,4.53021896015082e-31
YHR136C,-4.59543747204368,5.79177942884365,1188.58106066415,5.65198588278593e-33,5.05769619069888e-31
YMR056C,2.02715222733204,5.85396565725667,1155.75293064891,1.0111314643145e-32,8.91700718891842e-31
YGR035C,-3.60827326248181,5.50663634699443,1138.6323764005,1.37818656628678e-32,1.19803789369358e-30
YFR015C,-3.00706457449515,9.31744373273578,1128.83414511163,1.64878476547553e-32,1.41307821097445e-30
YPL057C,-1.12303303722397,7.21558303026526,1113.90452307065,2.17297758492246e-32,1.81851525645976e-30
YBR093C,-2.20607701762585,7.21088277366628,1113.69123641402,2.18162060347679e-32,1.81851525645976e-30
YDR281C,-3.81195066068553,3.25737029073934,1100.56358957456,2.78936996325472e-32,2.29369138194661e-30
YLR410W-B,-1.37443311173298,6.39634149726145,1090.3076114607,3.38643910390913e-32,2.74753092630494e-30
YPR064W,2.70288172371942,3.3250125128706,1081.77086640083,3.98513897057613e-32,3.19073297841523e-30
YER037W,-1.8241735529148,5.58501715018476,1072.07133058618,4.80207003473651e-32,3.79488261835996e-30
YOL130W,-1.13152091092945,7.22842117883443,1054.46367615628,6.76487263785029e-32,5.25213688360481e-30
YCR018C,-1.63717856481755,4.5004690582726,1054.05966747185,6.81871509950336e-32,5.25213688360481e-30
YLR413W,-2.30945980475298,8.2335215541508,1049.27288853159,7.49189796657739e-32,5.69852489082793e-30
YHR092C,-2.43639320983554,9.93477716448969,1027.63732597241,1.15258111485942e-31,8.65858775792543e-30
YGR233C,-1.29154008123453,6.25336210437818,1013.48864389745,1.53486758155955e-31,1.1389840529012e-29
YBR070C,1.57107597631325,5.54054204767398,1007.86536244593,1.72177412975046e-31,1.26228862403994e-29
YJL077C,1.93564407803532,5.04621779553449,996.757973153469,2.16442185150783e-31,1.56791749600299e-29
YCL019W,-1.37090119513451,6.12203093533157,985.347242233513,2.74494686599177e-31,1.9650590211247e-29
YGR161W-B,-1.35203884696193,6.40039638619104,982.696463607967,2.90181742280315e-31,2.05320453694851e-29
YGR051C,2.53096641242378,4.87724867111612,941.226869783313,7.05691628468283e-31,4.9357857002638e-29
YFL002W-A,-1.36981390080113,6.28462899788262,935.354755945327,8.02743482601514e-31,5.55078874048888e-29
YML122C,3.07888932616079,3.00561104670892,920.45287508512,1.11716287737862e-30,7.63813045938081e-29
YLR312C,1.5058297297809,4.6621563302734,903.458089684831,1.63890451535722e-30,1.10808155288319e-28
YNL040W,-0.943605985751899,4.82875734639157,901.162450775396,1.72689076724469e-30,1.15473959545977e-28
YOR192C-B,-1.31140293171221,6.46721136464926,900.021715282636,1.77243762366732e-30,1.17231336304518e-28
YCR025C,2.58142521655199,3.42506211068342,899.323325345441,1.80094157136646e-30,1.17835800664139e-28
YIL011W,-1.69528507315846,5.33695138328469,897.622461563569,1.87238548402246e-30,1.21207081598688e-28
YPR124W,-1.19591056402328,7.7031551173077,876.214327598062,3.07403705056559e-30,1.96900162659912e-28
YGR050C,1.46573263971458,4.36975378839605,875.064840839547,3.15799710365082e-30,2.00170962247033e-28
YOL104C,-2.60517241257686,2.24968797941417,872.254427066038,3.37353886321091e-30,2.11628700851942e-28
YIL094C,-1.10033832328274,7.92166351404783,857.9261734193,4.73868181051298e-30,2.94233457316036e-28
YLR112W,1.54949181806903,4.06328079624156,850.041420275804,5.72625840809486e-30,3.5196244861876e-28
YHR216W,-1.27094687817676,8.05257294617312,821.819550149537,1.14343716399454e-29,6.95781514290675e-28
YMR272C,-1.34425879393231,7.29467403390781,815.627995470521,1.33479794976752e-29,8.04182725181717e-28
YLR111W,3.06594287974393,3.04060313064283,806.385047206684,1.68518214538254e-29,1.00532679947576e-27
YDR277C,-1.86096253651243,7.12229484490571,802.939283181505,1.83936657044991e-29,1.08665491079492e-27
YOR343W-B,-1.29060462084061,6.16979514719112,796.705056880305,2.15701950347923e-29,1.26206381525684e-27
YIL056W,-1.39102321191453,6.97973625652644,785.286065930608,2.89683172014801e-29,1.67878295400959e-27
YJR147W,-1.2757093559423,5.6584703885638,783.967071951305,2.99798971700278e-29,1.72101579509075e-27
YPR009W,-1.25780780518435,5.54986682301287,774.20545875547,3.87167294226731e-29,2.20178783679407e-27
YBL100W-B,-1.21838944310144,5.70185159195013,771.165796129815,4.19522817362626e-29,2.36037418548839e-27
YDL037C,-4.14980112705898,4.51973441430015,770.870676212728,4.22811481048865e-29,2.36037418548839e-27
YJR150C,-3.19756762178099,2.90755479559352,766.985096350235,4.68716943528539e-29,2.59285691033742e-27
YBR244W,-2.6319190860732,5.111064114053,747.080482576126,8.01027685265188e-29,4.39121933769249e-27
YJR010W,1.37132967854466,6.45545870504084,744.596385220463,8.572437620382e-29,4.65743597500219e-27
YLL053C,-2.16865859603609,3.78329556049958,740.356806411773,9.62927179108999e-29,5.18532025210465e-27
YOR092W,-1.0461598733192,5.93788773496442,739.920854524844,9.74542309781015e-29,5.20183329387498e-27
YGR087C,2.8013627227573,3.63707262121747,737.079287917474,1.05393364141253e-28,5.57668365912631e-27
YBL044W,3.20068853614302,3.27230421592101,732.588067647446,1.19350830105742e-28,6.2607741482193e-27
YNR067C,-1.39122445301349,6.65540005432947,729.971836297419,1.28361040657074e-28,6.67587121707946e-27
YKL182W,-1.15811662901735,9.62936053751275,722.546849904904,1.58024514762773e-28,8.14897603670739e-27
YDR261W-B,-1.23910432819795,6.07437586187712,721.511356804384,1.62699478971645e-28,8.31954898775178e-27
YMR006C,-1.7879935846873,7.22798189385527,714.477347319695,1.98542347479305e-28,1.00677515367631e-26
YOR049C,-1.06577903970231,5.38602931491806,712.497932063342,2.10053786062875e-28,1.05634486627487e-26
YDR210W-B,-1.21696858343782,6.21877536021881,706.27756721589,2.50998660174497e-28,1.25190725177198e-26
YKL051W,-1.05697545751415,6.78995420748987,701.512466945468,2.87974771795405e-28,1.4246556799797e-26
YJL082W,-1.10166558275341,7.47391028078324,698.254766344132,3.16502987378201e-28,1.55316183725512e-26
YGR155W,-1.06196334164446,9.1028245831282,697.043472165754,3.27851659902331e-28,1.59598188040455e-26
YBL005W,-1.23623874164463,5.9493939135513,694.424029484249,3.53874188605307e-28,1.70898764893912e-26
YNL160W,-2.47925973413378,7.09581716377054,691.247428199507,3.88360168515612e-28,1.86076505938386e-26
YLR300W,-1.30627883290696,9.19399864543176,685.123240305563,4.65147754123076e-28,2.21126881549915e-26
YJL117W,-0.657206776106806,7.29820641108015,681.803403294197,5.13266683483011e-28,2.42110679766986e-26
YJL101C,-0.931804709851533,6.96464172566173,678.280070736116,5.70073467816484e-28,2.66838234743331e-26
YGL255W,-1.43744976246994,6.88955838325909,677.216629568623,5.8848354049717e-28,2.73352850681319e-26
YMR015C,-1.31014866560033,5.9149984228016,676.382692674004,6.03355294247385e-28,2.78137648901162e-26
YDR055W,-2.06943359257068,7.58040185835234,669.336648407089,7.45859749106625e-28,3.41244855136377e-26
YOL158C,-1.74518322541322,7.75781060787984,667.409809707623,7.90674423595263e-28,3.59048796087849e-26
YKL045W,0.830024422626754,5.9449229585778,658.938872010902,1.02382228394751e-27,4.61478414653376e-26
YOR178C,-1.61612636591211,6.25853548187463,652.308568926516,1.25607709670351e-27,5.62002142164771e-26
YPR015C,1.74730278480666,4.38311638739869,644.011001662919,1.62681445846024e-27,7.22566859834346e-26
YDR345C,-1.23555448351002,11.8313086990517,638.871531266707,1.91246272273582e-27,8.40485171960105e-26
YNL217W,-1.47194787130205,7.34741053010888,638.748281156729,1.91992504359005e-27,8.40485171960105e-26
YOL155C,-2.20215165963747,8.00665863442278,635.405530511829,2.13438226751749e-27,9.27694006988852e-26
YMR173W,-1.91605949019811,4.97697723928248,631.156662130027,2.4437385297978e-27,1.05462049317869e-25
YER053C,-1.42370714595743,7.52989679199812,629.175160865572,2.60372752769056e-27,1.11575225394346e-25
YNL327W,-1.27652263376859,8.35893160178502,624.567894573909,3.01958567567489e-27,1.28490761094277e-25
YOR108W,-1.33142843465027,6.53256544440463,615.480969462073,4.05679418154775e-27,1.71427726352209e-25
YML035C,-0.793922651213162,6.66678870327115,612.389290628424,4.48970209528086e-27,1.88412670688166e-25
YEL071W,1.06989235567924,8.75471840289432,609.609561709053,4.92024798135371e-27,2.05066499770804e-25
YDL048C,-1.26086798838092,7.42902607146805,595.902474159693,7.77335384098396e-27,3.21774545050255e-25
YMR244W,2.01130986832003,3.31743178294041,593.733396274278,8.36430670015974e-27,3.43897339665352e-25
YIR028W,1.18420485941693,4.02993867865607,589.174891842006,9.76474689584142e-27,3.98781777591913e-25
YHR030C,-0.954236571917269,8.19949241959659,585.735360288273,1.09827500021459e-26,4.45533558420387e-25
YER042W,1.30465971467281,5.91044595690094,581.72307447335,1.26071468507821e-26,5.08042970774895e-25
YCL048W,2.05756000085264,2.61727870958984,580.677115469983,1.30706416994541e-26,5.23255623297224e-25
YNL279W,1.13187269588023,4.49844144538053,564.137510107815,2.33242690953765e-26,9.2763514670174e-25
YOL109W,-2.65001581544545,8.49198965648258,563.678274000514,2.37076772801362e-26,9.36761144478109e-25
YBR068C,-0.818823775737193,8.85644043906061,556.440148845819,3.0704961688807e-26,1.20541736694446e-24
YPR139C,0.652912239776513,6.53741331983634,541.944131046375,5.20353558951683e-26,2.02971243988525e-24
YMR145C,-0.792977504935249,8.41999369001232,532.107812113392,7.4991282461359e-26,2.90650925972847e-24
YJL016W,-1.02916292383708,5.87126026367935,523.776689403371,1.02701813807051e-25,3.95531985453104e-24
YPL062W,2.55579459609347,2.60446806757676,509.719922507872,1.76452528725242e-25,6.75291595781823e-24
YOR348C,2.258767569407,5.08915975952254,509.263868770512,1.79619599077942e-25,6.83115787743298e-24
YLR399C,-0.61728012226048,7.1867098342582,508.954082570431,1.81804798573296e-25,6.87131800818947e-24
YJL200C,-1.30561259225606,6.06994509415599,500.951575164049,2.49058000726032e-25,9.3550489778883e-24
YBR069C,-1.2400303354127,7.55243249451911,500.529325175765,2.53261420065417e-25,9.45457509876112e-24
YAL061W,-2.19423912330679,7.4879976828556,497.864511898981,2.81560434124379e-25,1.04469222051637e-23
YPL134C,1.39385925833261,6.15609437579279,495.35273368916,3.11272513402253e-25,1.14793529942588e-23
YKR039W,1.89629694406878,6.88575992922945,495.105242800284,3.14372647503323e-25,1.15238407232393e-23
YDR343C,-2.64130536724218,9.92590320672925,493.344357701923,3.37384196572403e-25,1.22933103960663e-23
YKL162C-A,2.69603205888567,1.97831618419888,492.452612943383,3.49703651911336e-25,1.26663495350029e-23
YNL134C,-1.26818889268963,7.39016982598034,487.70379912935,4.23725270254083e-25,1.52566169792668e-23
YOR114W,1.2309679174804,3.81993572554693,486.76823714839,4.40149270079495e-25,1.57547547554925e-23
YAR073W,-1.40090790150719,4.81249846727116,482.927625713775,5.14880628152568e-25,1.83219217678852e-23
