genes,logFC,logCPM,F,PValue,FDR
YIL121W,-2.84032352408392,6.69929706352799,7562.91323661552,1.35186834085861e-49,8.2396375375332e-46
YML123C,-4.67677897243655,9.194708805804,5815.49367173096,3.51316873618726e-47,1.07063817235307e-43
YHR215W,-4.43437229036345,7.27391216923154,5605.45757468753,7.64638541709937e-47,1.20377606056238e-43
YDR033W,-3.81794589022908,8.97682143179772,5596.80889052479,7.900088994667e-47,1.20377606056238e-43
YGR234W,-4.21605339337662,8.5261997722833,5374.00363034116,1.86432826612711e-46,2.27261615640894e-43
YOR290C,-7.30668814602832,6.5450876685951,4251.74157016903,2.61984514150268e-44,2.66132602290981e-41
YAR071W,-4.25811942060842,7.64510353472822,4189.91609134778,3.56804108784437e-44,3.10674434720164e-41
YER081W,3.14658786211511,9.09483097191534,3354.39303274335,3.862226077056e-42,2.94253349245704e-39
YPL257W-B,-2.49308594664834,7.36764341234999,3203.24182999395,1.01843298968364e-41,6.89705452457979e-39
YOR153W,-2.793751403966,9.80291983538263,3050.5135809569,2.84337191216911e-41,1.73303518046707e-38
YDR365W-B,-2.36935594082928,7.48555583755264,2979.97434854582,4.64801073743363e-41,2.57542049496891e-38
YML039W,-2.4615340017365,7.61208221550865,2924.81844114662,6.88105501233228e-41,3.49500252501377e-38
YGR038C-B,-2.28734683401647,7.5945340985489,2848.70285724626,1.19692986240487e-40,5.61175962412131e-38
YML045W,-2.32749477482077,7.63613428319164,2837.53873526917,1.29975780899499e-40,5.65858846130321e-38
YDR261C-D,-2.59295323969492,7.56709744456489,2793.05241643707,1.81085497059944e-40,7.35810736386906e-38
YJL012C,-1.40873226779443,8.16211266728685,2763.12023951106,2.27020259348475e-40,8.64805300455596e-38
YPR158C-D,-2.45145043634905,7.81243861562859,2722.7664744845,3.09101547759361e-40,1.10821996093724e-37
YJR027W,-2.40078187500245,7.8492580144003,2648.9297149688,5.50170970214925e-40,1.86294003525554e-37
YLR157C-B,-2.47035177560935,7.89961679910973,2641.82257086299,5.82051065144033e-40,1.86715854844888e-37
YLR227W-B,-2.38031200415252,7.47386072514625,2623.7991968726,6.7187859578846e-40,2.04755002066533e-37
YAR009C,-2.45857636777958,7.22450002662472,2609.54855631847,7.53134403468444e-40,2.1858829472096e-37
YOL103W-B,-2.50776248914408,7.80903135701443,2563.34150211067,1.09519594660344e-39,3.0341905884309e-37
YJR029W,-2.31833245025094,7.69583670588603,2547.8823713766,1.24320496044465e-39,3.17554366335115e-37
YBL005W-B,-2.19625946031196,7.41883441840083,2547.17890839443,1.25041916194303e-39,3.17554366335115e-37
YHR214C-B,-2.20438753123897,7.57259006769994,2507.07475329703,1.74363327062624e-39,4.25097791378677e-37
YER138C,-2.47524945326273,7.57454506391402,2435.40585059836,3.20080182859558e-39,7.50341813280386e-37
YDR316W-B,-2.27871812932099,7.45829891021196,2395.5435830333,4.52178271179379e-39,1.020750578829e-36
YPR158W-B,-2.36285350267104,7.45078236202046,2360.18881291905,6.17250460674162e-39,1.30133620315045e-36
YGL028C,-1.67579021091396,6.58312924179215,2359.83764447011,6.19175551950175e-39,1.30133620315045e-36
YPR137C-B,-2.30344167957895,7.38789001368289,2354.17876811513,6.51079301588563e-39,1.3227761143941e-36
YGR027W-B,-2.39680735221585,7.76239832393382,2331.45635081157,7.97574810801879e-39,1.56813499091531e-36
YBR012W-B,-2.05474866114334,7.12786491162255,2311.90357602034,9.51245277986925e-39,1.81182499041572e-36
YNL284C-B,-2.14956859791711,7.95817581886267,2301.66102214253,1.04383427632277e-38,1.92793027702644e-36
YMR045C,-2.29858497448238,7.51327295328783,2244.39886548246,1.76787435638687e-38,3.16917476534646e-36
YCL064C,-1.34607743465114,8.49236705293202,2240.85311825069,1.82729254135264e-38,3.18209943986981e-36
YMR050C,-2.32732480050284,7.8256663726436,2198.80156100839,2.71516210083885e-38,4.5805347585766e-36
YDR098C-B,-2.15983520124501,7.36910501125834,2196.29618918273,2.78063635877497e-38,4.5805347585766e-36
YOR142W-B,-2.15271397037881,7.26436587325189,2121.18729181435,5.75285738323011e-38,9.22728046073355e-36
YGR161C-D,-2.08388242461171,7.52921667278177,2098.53450199805,7.19888716009955e-38,1.12505685232838e-35
YDR406W,-1.94676100037188,7.40647818175047,2057.69677683519,1.08506341656947e-37,1.65336538099773e-35
YDR210C-D,-2.11255382635899,7.40866878545375,1986.14261419559,2.27089277966603e-37,3.37587597367426e-35
YPL019C,-2.4736767791136,7.92563222808133,1909.05916523682,5.18371807564506e-37,7.52256230263254e-35
YER160C,-2.22412094911493,7.35950398498986,1804.73749177121,1.67104035810971e-36,2.36860255411132e-34
YER011W,-4.32033931671288,7.61744596783352,1779.98704607186,2.22744544313293e-36,3.08551817633982e-34
YLR035C-A,-2.11430767678991,6.81979494745355,1726.77952544429,4.18777516327349e-36,5.67210880447821e-34
YPL095C,-1.93464739054608,6.23165389854459,1656.85513238899,9.88830388924686e-36,1.31020026532521e-33
YNL054W-B,-1.99962779460162,7.21881140037385,1636.71771237733,1.2747757464555e-35,1.65314003715878e-33
YDR011W,-1.33702029615308,7.75114500227839,1631.00429113959,1.370795890766e-35,1.74062519879558e-33
YOR273C,-2.25708266865785,7.94181065669856,1605.79118195467,1.89431531906066e-35,2.35629629993362e-33
YDR281C,-3.82196484923108,3.23361301049055,1603.43531497613,1.95293629768338e-35,2.38062934687603e-33
YKL109W,-2.10566574826756,7.61409634944875,1585.7198806538,2.45939862826003e-35,2.93922247828331e-33
YHL047C,-1.80233664542091,7.57395840794848,1557.91359096227,3.55001856207109e-35,4.16103137227371e-33
YMR056C,2.10841056804503,5.86366622969665,1534.5511412039,4.85640283731241e-35,5.58486326290928e-33
YFL002W-A,-1.41759535535353,6.33768519520136,1525.13012269957,5.51776046179669e-35,6.22791666937978e-33
YDR399W,-1.87976565346008,7.62190525059344,1476.07080842508,1.08643514764723e-34,1.20396767725633e-32
YDR034C-D,-1.37323635356852,6.40950154802879,1453.56489632816,1.49342635573202e-34,1.62543457824762e-32
YPL057C,-1.15748542503303,7.22927198443471,1450.45699869079,1.56109272083583e-34,1.64895794977165e-32
YER124C,-1.74551428146679,6.4596716141327,1450.09645602405,1.56914784391724e-34,1.64895794977165e-32
YLR410W-B,-1.37638860764819,6.43383836788218,1425.01576960909,2.25159995877871e-34,2.3260172455519e-32
YFR055W,-2.01819465765104,6.82573057810611,1325.79699566705,1.00082518263012e-33,1.01667158135509e-31
YBR070C,1.57666880693831,5.60317774821666,1306.45753119784,1.3555036360063e-33,1.3543925674522e-31
YER001W,-2.34336751284569,6.28801919337595,1280.4305305775,2.05312066326688e-33,2.01835007138897e-31
YOR306C,-1.27561746793848,6.73496211335482,1267.90205753344,2.51466829919214e-33,2.43284179104382e-31
YGR087C,2.88395154112733,3.5591134010743,1255.15796687039,3.09692932841456e-33,2.91717182535899e-31
YOR343W-B,-1.3333414414343,6.22550099703427,1254.88173622383,3.11101179078481e-33,2.91717182535899e-31
YGR161W-B,-1.37940648375204,6.43515907084646,1248.3855463736,3.46226751213254e-33,3.19735158885573e-31
YOR192C-B,-1.33830715350196,6.50870693568831,1219.36331004243,5.62106155001657e-33,5.11348808169417e-31
YPL025C,3.65243501391581,3.97597770011826,1181.63593871296,1.07340343485253e-32,9.62116755209728e-31
YBR067C,-2.95327811009999,8.99118281543487,1155.00748434671,1.71523479710952e-32,1.51512407078008e-30
YBR092C,-2.7870020343419,7.31192353713288,1150.52111358,1.85808215677745e-32,1.61160821397841e-30
YCL019W,-1.3758123027099,6.15882890645604,1149.94391156004,1.87734508929396e-32,1.61160821397841e-30
YDR210W-B,-1.23771436611467,6.24688329761744,1134.57245984167,2.47533918330132e-32,2.09544337808632e-30
YBR244W,-2.64081051687683,5.14180797616068,1120.85431898286,3.17790985518652e-32,2.65333706402217e-30
YDR077W,-3.37384544560996,11.5584000172242,1095.92444300612,5.04254074540763e-32,4.15328187071075e-30
YDR261W-B,-1.24702625994811,6.10474758311177,1081.21698045405,6.65290100644075e-32,5.40659088456752e-30
YHR136C,-4.63580535990416,5.70398466386927,1074.19121549588,7.60440940497165e-32,6.09853622675029e-30
YKL062W,-2.1489236914486,7.03612360587136,1069.37982956237,8.33745716699124e-32,6.59958460166384e-30
YIL169C,-2.92793192244252,7.75654627985092,1041.44951140151,1.43392128381472e-31,1.12048079805779e-29
YGR233C,-1.37718989307215,6.27997495369732,1036.27707019406,1.58782273042524e-31,1.22503538505593e-29
YIL011W,-1.76528141212143,5.34159833902346,1010.75339565119,2.6451255220572e-31,2.01525500711733e-29
YPR149W,-2.12617298639212,8.40954324311032,981.939386000205,4.77768405161275e-31,3.59505978945428e-29
YGR035C,-3.73198321565203,5.58291134317853,978.428827182979,5.14036574278887e-31,3.8207962441827e-29
YBL005W,-1.30229015581522,5.96091167699099,974.437948815377,5.58793622601817e-31,4.10343027681696e-29
YPR064W,2.80322351263646,3.29841346161971,960.931000782913,7.43067894198645e-31,5.39166525611993e-29
YER037W,-1.84565305609699,5.56721846391632,950.495034835575,9.28561499934316e-31,6.65833216717606e-29
YLL052C,-2.55094875844942,3.1453501441206,941.095805815708,1.13724405745554e-30,8.05988666301341e-29
YHR216W,-1.3086858606624,8.08110712304371,930.711545426894,1.42596232651332e-30,9.98993147137777e-29
YML122C,3.20366201983086,3.0153003023644,929.20603610605,1.47380491173594e-30,1.02077737920802e-28
YBL100W-B,-1.24181815866561,5.73455345385626,922.705439708858,1.70051229988443e-30,1.16456432222423e-28
YDL039C,-3.13324142640784,7.61113547887473,902.30628007978,2.68122294583292e-30,1.81578376165018e-28
YFR015C,-2.96760504933028,9.22982659206251,899.48069400463,2.85799288565391e-30,1.91422710308358e-28
YOR376W,3.5037111723421,2.66913430971057,884.372101557268,4.03416000032508e-30,2.67263100021537e-28
YKL182W,-1.13668804650087,9.6432307918478,873.62215639546,5.1731557007281e-30,3.39036387053094e-28
YOL104C,-2.59625839081722,2.27068332100692,869.564870503011,5.68654320816496e-30,3.68717881423037e-28
YJL077C,1.92347419985699,5.07228735490634,851.932014924459,8.62161252071194e-30,5.53144508565677e-28
YJR150C,-3.01454358872708,2.88285994828302,847.287539874225,9.63360597628723e-30,6.11633629431986e-28
YBR093C,-2.34070560967518,7.21131079060905,838.897841324563,1.17896004669355e-29,7.40800153051254e-28
YLR413W,-2.33965640936717,8.23580636954671,837.923558810866,1.20708778631227e-29,7.50734699752375e-28
YMR272C,-1.42133591702871,7.27048466516155,820.870184900981,1.83160397042737e-29,1.12763901007625e-27
YIL056W,-1.39345144379718,6.96344784171002,793.436432640983,3.64592009221017e-29,2.2221882962021e-27
YLR111W,3.1934981084675,2.99240868725819,781.084784392893,5.00769610309465e-29,3.02197106419425e-27
YJR147W,-1.27074370439028,5.65306357041608,780.538316430362,5.07906365198332e-29,3.03498950576846e-27
YCR018C,-1.62040308208,4.50834476199341,771.084582115652,6.49761340034274e-29,3.8449469587465e-27
YOL130W,-1.13270893863081,7.23746851804226,770.433093941942,6.60954114528922e-29,3.87357243082094e-27
YGR180C,-0.751947686902813,9.07567686842317,768.327199194643,6.98535537910746e-29,4.05483247958666e-27
