genes,logFC,logCPM,F,PValue,FDR
YIL121W,-2.85895477475891,6.69238332662606,5923.15201058789,2.13279123565318e-47,1.29865658338922e-43
YOR290C,-7.54976459882862,6.54254119308384,5535.71505977509,8.93121501393889e-47,2.71910841099369e-43
YDR033W,-3.7673274624699,8.9707239873093,5233.90794390446,2.92494360451836e-46,5.93666053597077e-43
YHR215W,-4.48980156440357,7.27410167763355,4451.34039162326,8.97666035445515e-45,1.36647212245693e-41
YGR234W,-4.22764240906217,8.50314924887259,4185.10647428396,3.30223500922037e-44,4.02146179422856e-41
YAR071W,-4.32132422968079,7.65136719232053,3645.86198649395,6.06417169418698e-43,6.15412357431742e-40
YML123C,-4.65819196745743,9.18100237540571,3471.16957522698,1.7069987829697e-42,1.48484508421464e-39
YER081W,3.13566951249244,9.09122185465608,3398.68303208979,2.66275345382888e-42,2.02668822254551e-39
YER138C,-2.46052778076638,7.5544901399669,3041.3405411696,2.76034245482409e-41,1.86752502304709e-38
YPL257W-B,-2.44772699257033,7.3521923587222,2916.49740934685,6.6647171691181e-41,4.05814628427601e-38
YML039W,-2.46850287864792,7.59222851849825,2853.06405603303,1.05810800597632e-40,5.85710877126344e-38
YJR027W,-2.39046311709326,7.83614108127663,2834.14439850876,1.21690758622905e-40,6.17479191045722e-38
YGR038C-B,-2.25992319890225,7.57642835884966,2753.70462693937,2.22838562832362e-40,1.04374154545096e-37
YCL064C,-1.37248282226473,8.49639777617571,2718.87212041171,2.91148556566042e-40,1.26628825780759e-37
YDR365W-B,-2.34886776646962,7.46407506139837,2706.80056079428,3.19669256343469e-40,1.29764406791692e-37
YPL019C,-2.40816485760783,7.89929022621769,2645.63340051043,5.165739754209e-40,1.8556629879888e-37
YDR261C-D,-2.57948999587042,7.55596498863391,2645.26504135196,5.18086234123989e-40,1.8556629879888e-37
YOL103W-B,-2.48058081490183,7.78622325371738,2625.59382160694,6.05971086393117e-40,2.04986552502649e-37
YLR157C-B,-2.44610446669184,7.87130285653643,2614.40731445083,6.62787443777258e-40,2.12405933955775e-37
YPR137C-B,-2.27704852632849,7.37354262014543,2606.74827410747,7.04884269441407e-40,2.14602015831436e-37
YJR029W,-2.28796261954905,7.67093094775832,2584.87517686027,8.41242974402155e-40,2.37464729001632e-37
YGR027W-B,-2.37386273495485,7.73884275641891,2582.45016516292,8.57977342426654e-40,2.37464729001632e-37
YOR153W,-2.74959913880661,9.7852526042262,2541.8827920488,1.19609007723103e-39,3.16651846967814e-37
YML045W,-2.32593229959048,7.61959223790919,2530.52881421235,1.31387210010783e-39,3.33340300731524e-37
YAR009C,-2.43395077827562,7.19003495126723,2504.91663851732,1.62640994314623e-39,3.96128405752695e-37
YDR406W,-1.94685212785105,7.42245376224888,2472.363130827,2.13982627021877e-39,5.01130852283156e-37
YPR158W-B,-2.31473209925056,7.43834310992939,2464.92552497269,2.27938264062884e-39,5.14042996251445e-37
YMR045C,-2.25829268816342,7.5044767239815,2379.5413133985,4.77288436192532e-39,1.03793188856297e-36
YPR158C-D,-2.4227178123874,7.79721187284836,2352.41907775045,6.06886614955316e-39,1.27425262015963e-36
YLR227W-B,-2.37381399593411,7.45651070403953,2334.39105360348,7.13031897632819e-39,1.44721707489541e-36
YDR098C-B,-2.16080037014899,7.34882879346932,2325.9148680664,7.69493738036969e-39,1.49149136467617e-36
YPL095C,-1.98677881245626,6.24019456134959,2323.86552454862,7.83835172764617e-39,1.49149136467617e-36
YBR012W-B,-2.02377218883889,7.11050066483611,2235.63298099343,1.76303113311018e-38,3.25305956651755e-36
YBL005W-B,-2.1824929248543,7.4000743271414,2227.54948949566,1.90191574184186e-38,3.40610733884561e-36
YJL012C,-1.40771525348824,8.15906604732203,2221.95300766916,2.00474687645869e-38,3.48768678021628e-36
YHR214C-B,-2.1782368894254,7.54795963183266,2102.57515348202,6.365209630809e-38,1.07660448449989e-35
YDR316W-B,-2.28201025790825,7.44843155120664,2070.35935474668,8.79040648442627e-38,1.4466158130722e-35
YPL025C,3.6741437831251,3.92020573867167,2015.48556613272,1.54101056229192e-37,2.46926666152513e-35
YOR142W-B,-2.16028776555966,7.25570422273947,2008.92266044943,1.64967394159758e-37,2.57560631548401e-35
YLR035C-A,-2.08643270899985,6.79537397296257,2002.44853074138,1.76475028963e-37,2.68639112838927e-35
YDR210C-D,-2.08789263368176,7.39310769964512,1989.70237774695,2.0165611640143e-37,2.9948392506544e-35
YER011W,-4.15460657273374,7.53412524669874,1945.40514407215,3.2269846273057e-37,4.67835937992009e-35
YER160C,-2.22632764642755,7.34542446714607,1921.7794492633,4.16454328306791e-37,5.89718698851174e-35
YGR161C-D,-2.04520959217045,7.51167582853103,1884.60457061387,6.26025134147495e-37,8.66333418596386e-35
YNL284C-B,-2.12761834568962,7.93324024664671,1846.08032852689,9.63126821344014e-37,1.30321760336971e-34
YER001W,-2.29808320158537,6.25141842013745,1826.13720843044,1.2079306609593e-36,1.59893256403939e-34
YOR306C,-1.32662674691988,6.70802099947741,1770.77716683649,2.29445854793078e-36,2.97254427624479e-34
YMR050C,-2.32450984960644,7.8085526761102,1751.00849821826,2.89899049020513e-36,3.67749022809563e-34
YGL028C,-1.66946737501001,6.58083096671874,1665.72976999634,8.19639429817553e-36,1.01852744656308e-33
YOR273C,-2.20837354455694,7.95284230310974,1617.83679039671,1.50352367709175e-35,1.83099113396233e-33
YIL011W,-1.6985108750383,5.33688446441824,1550.31000530981,3.64612763871697e-35,4.35319042983287e-33
YPL057C,-1.16218854595908,7.23976626637358,1482.57838378036,9.21458108015037e-35,1.07899200378915e-32
YKL109W,-2.09479500280809,7.62120445131873,1479.21273426117,9.65933616605483e-35,1.10973014934166e-32
YFR055W,-2.01512691027306,6.81959407213909,1441.3314194445,1.65400937785667e-34,1.86504872254987e-32
YDR281C,-3.94036733963748,3.25384117367304,1429.95775661494,1.94911782156389e-34,2.15785062100045e-32
YER124C,-1.75216254056387,6.45504639574794,1427.52862046677,2.0190052901694e-34,2.19530771640026e-32
YBL005W,-1.22051501525506,5.95519304845035,1384.92409403901,3.78150873745349e-34,4.03958012322006e-32
YDR011W,-1.28492036160823,7.75701220369417,1337.07714351776,7.82714138772827e-34,8.21714894997886e-32
