genes,logFC,logCPM,F,PValue,FDR
YIL121W,-2.86698665607572,6.68935208543055,7295.34498825758,2.78401048951343e-49,1.70214401328851e-45
YDR033W,-3.74545796812772,8.94475511864265,4270.67483843366,2.30273023935347e-44,7.03944634170356e-41
YML123C,-4.6641676642384,9.18148691182112,4177.53010315769,3.66687999296838e-44,7.47310142566955e-41
YOR290C,-7.56207078685112,6.54292184453452,3189.55509598646,1.07867193293775e-41,1.48818670008328e-38
YER081W,3.1131892492748,9.09824074416774,3163.6875762779,1.28015769822407e-41,1.48818670008328e-38
YGR234W,-4.18982440974984,8.46629321336454,3143.92741519975,1.46043837103364e-41,1.48818670008328e-38
YHR215W,-4.45658272006089,7.25427011795362,3059.7001775197,2.58481446834601e-41,2.25765080849536e-38
YAR071W,-4.22668320687556,7.61096759145023,2849.53112125983,1.15276892329784e-40,8.81003649630371e-38
YJR027W,-2.36646860225806,7.81230239366187,2758.51764468206,2.27882238200275e-40,1.46257921383641e-37
YLR157C-B,-2.43887101728828,7.84967156744249,2752.14464099048,2.39218059181618e-40,1.46257921383641e-37
YML039W,-2.45821729270964,7.57294576145048,2684.08487800393,4.04576332119424e-40,2.24870881325287e-37
YAR009C,-2.41828221024966,7.18327404815187,2638.517652955,5.79423468488459e-40,2.9521625719487e-37
YER138C,-2.45098089465215,7.53621956818174,2614.02488414743,7.04603144517475e-40,3.31380278890757e-37
YPL257W-B,-2.43207600937193,7.32758393858107,2554.7459479588,1.13980095804707e-39,4.97767361249985e-37
YGR038C-B,-2.24967620332419,7.56316330993106,2479.29189450093,2.13658012189532e-39,8.70870057684532e-37
YDR365W-B,-2.33839911948263,7.44374239626203,2469.94829697167,2.31248309663249e-39,8.8365760330069e-37
YML045W,-2.32118827077212,7.6090054239607,2434.62053704363,3.12719907446615e-39,1.10416965530628e-36
YPR137C-B,-2.26267646103863,7.35647231801276,2430.12138257414,3.25074481444441e-39,1.10416965530628e-36
YLR227W-B,-2.33518782147681,7.43081787046,2413.41537263982,3.75607630937017e-39,1.20866581870996e-36
YOL103W-B,-2.47722177277245,7.77090282892953,2360.36019160909,5.98261712137866e-39,1.82888605400546e-36
YDR261C-D,-2.55159909343318,7.53025213550826,2338.87064699129,7.24513749335717e-39,2.06640101673033e-36
YJR029W,-2.28193388051845,7.65151106275942,2335.97424318283,7.43552868303357e-39,2.06640101673033e-36
YPR158C-D,-2.41005064589388,7.76825599995734,2209.47718987177,2.38334379633111e-38,6.335549552508e-36
YOR153W,-2.72485707309737,9.75847393615084,2172.57261565049,3.3895183643186e-38,8.63479803310163e-36
YDR406W,-1.97459925185026,7.42767585002228,2154.59165050432,4.03261107464882e-38,9.86215364416116e-36
YJL012C,-1.41267297606901,8.17199321900546,2126.31321337139,5.31498155984535e-38,1.22636557040281e-35
YER001W,-2.37091805364891,6.30796278447484,2122.09027779227,5.54042836185434e-38,1.22636557040281e-35
YPL025C,3.67586622854906,3.92477440321777,2120.70891869105,5.61632907610052e-38,1.22636557040281e-35
YGR027W-B,-2.36801195922488,7.71264359706213,2088.62609586907,7.72270637193479e-38,1.62815954337963e-35
YDR098C-B,-2.10957596538611,7.33151003338537,2074.62130964435,8.88795795441924e-38,1.81136583111064e-35
YCL064C,-1.33207008799311,8.49485007667421,2065.87122101416,9.70822840486255e-38,1.91471317636547e-35
YPR158W-B,-2.30013495384896,7.41451219958469,2027.2729606301,1.4393880517423e-37,2.75013079636012e-35
YDR316W-B,-2.23987673165761,7.40708502639707,1937.52689344881,3.70278073975705e-37,6.86024286147714e-35
YBL005W-B,-2.16121251529733,7.37475937730028,1933.49121414283,3.86736411634083e-37,6.95443064920818e-35
YHR214C-B,-2.17096474697059,7.52085570697345,1915.36769471496,4.70665208131672e-37,8.22184880719155e-35
YNL284C-B,-2.11585665919695,7.91855160029587,1870.69180494938,7.69833041307011e-37,1.30743311515307e-34
YPL095C,-1.97471607699638,6.24840536340968,1856.99077256246,8.97283444499159e-37,1.4827002647751e-34
YMR045C,-2.23876485033263,7.46483122922971,1852.86480941005,9.39852473325941e-37,1.51217316366179e-34
YBR012W-B,-2.01233055099108,7.10119715181157,1794.96081851161,1.82089697485593e-36,2.85460618058184e-34
YOR142W-B,-2.11658863719488,7.21856195771614,1770.56861519966,2.42103358769264e-36,3.7005498387882e-34
YGR161C-D,-2.05669176951191,7.4972050981674,1762.89609644597,2.65008460363114e-36,3.86344436559065e-34
YPL019C,-2.44839833666444,7.9407124811021,1762.77152627504,2.65398533455687e-36,3.86344436559065e-34
YDR210C-D,-2.05796886972644,7.35987259996724,1732.81917981831,3.79126993629657e-36,5.390656835004e-34
YMR050C,-2.29135019150889,7.7836572004252,1711.13074414431,4.92695143582223e-36,6.84622297241299e-34
YER124C,-1.7796747083377,6.44477126998336,1699.92633719904,5.64829954884581e-36,7.67415632036518e-34
YOR273C,-2.20742170175885,7.95614894224953,1673.00847873147,7.87139568252338e-36,1.04621115658582e-33
YFR055W,-2.05575095540475,6.87963546679569,1669.7527589131,8.19667975527067e-36,1.06626595795159e-33
YER160C,-2.2121217022948,7.31703670871402,1617.66326767663,1.58361388222989e-35,2.01712818249032e-33
YLR035C-A,-2.082391922795,6.76865203701915,1506.68172524728,6.92162815658305e-35,8.63649684680587e-33
YOR306C,-1.34344437741987,6.75740671290745,1495.70481092512,8.05457321957846e-35,9.84913213290054e-33
YKL109W,-2.12812842198994,7.61136882835985,1477.34124948181,1.04048676200372e-34,1.24736001233152e-32
YLR111W,3.2170288979588,3.03283791222271,1472.42649689632,1.11486984810791e-34,1.31082966371764e-32
YNL054W-B,-1.95295479255721,7.18877809303589,1422.28663552329,2.28475780121705e-34,2.63566211257378e-32
