"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"15S_rRNA",17.5591466856946,-0.23250920200578,0.525460526484312,-0.442486524271242,0.658137179630891,0.725522159247
"21S_rRNA",97.5078691211416,-0.466606346384293,0.429604565806095,-1.08612985876621,0.277421543821048,0.349315560301758
"HRA1",2.63739621639894,-1.24100891373293,0.362897873504516,-3.41971944268637,0.000626857500739932,0.00125116901801298
"ICR1",139.545230905566,0.255647359687617,0.0573694894922734,4.45615538764813,8.3442560985884e-06,2.08077136492527e-05
"LSR1",181.28827314844,-0.2376007557599,0.255087436940881,-0.931448285377404,0.351621723704255,0.428928627497389
"NME1",23.7352657217465,0.162828929427379,0.198420580999582,0.820625202320731,0.411859787753414,0.490665859695843
"PWR1",0,NA,NA,NA,NA,NA
"Q0010",0,NA,NA,NA,NA,NA
"Q0017",0,NA,NA,NA,NA,NA
"Q0032",0,NA,NA,NA,NA,NA
"Q0045",1.52869077598839,0.683410009767175,0.591162433785739,1.15604438088309,0.247663004204825,0.316067792418697
"Q0050",9.30703725337818,-0.130270051749458,0.475886539677054,-0.273741828961713,0.784283030211916,0.834885849892926
"Q0055",4.52671045217058,-0.654268326625927,0.438413562635726,-1.49235421160899,0.13560631190003,0.183764314727636
"Q0060",0.155924737889191,-0.411281187444697,1.33998652999135,-0.306929344616136,0.758897152632053,0.81251360256902
"Q0065",0.171976269436235,-0.267011938610122,1.3377631925391,-0.199595817928978,0.841796698781742,0.882187553331057
"Q0070",0.0374492708438047,-0.122750014617571,2.9566127034175,-0.0415171099263986,0.966883652865064,0.977109214411228
"Q0075",0.0825027998209991,-0.699820352548742,2.25924891530132,-0.309757967707337,0.756745017371871,0.810858281177619
"Q0080",0,NA,NA,NA,NA,NA
"Q0085",0.66347361673391,0.743878568542218,0.904342062657043,0.822563274737694,0.410756390392888,0.489605676698383
"Q0092",0,NA,NA,NA,NA,NA
"Q0105",0.505927403090729,-0.413448551480711,0.873096090179784,-0.473543011051138,0.635825822720023,0.705106650598607
"Q0110",0.0857265352755494,0.165793000955976,1.91422096734193,0.0866112135351829,0.930980552286371,0.948910548108183
"Q0115",0,NA,NA,NA,NA,NA
"Q0120",0.242426376334814,0.431375172094332,1.00784829116671,0.428015978074402,0.668639487565774,0.735097423210694
"Q0130",3.32140623335494,-0.0920805284366989,0.479974979177742,-0.191844434462906,0.847864063699018,0.887329595109407
"Q0140",0,NA,NA,NA,NA,NA
"Q0142",0,NA,NA,NA,NA,NA
"Q0143",0,NA,NA,NA,NA,NA
"Q0144",0,NA,NA,NA,NA,NA
"Q0160",1.42949862423283,0.203218400681359,0.594229100137221,0.34198661868702,0.732360962534693,0.79047085812657
"Q0182",0,NA,NA,NA,NA,NA
"Q0250",1.25949819207469,0.0919650193596078,0.713757913610701,0.128846234284651,0.897479320741027,0.924903793693569
"Q0255",0.12482758434441,0.454329676554145,2.11522235468574,0.21479050443453,0.829930656487637,0.872646967882675
"Q0275",1.53987202243325,0.348797214826407,0.713658159899799,0.488745500892724,0.62502188610472,0.695103649576378
"Q0297",0,NA,NA,NA,NA,NA
"RDN18-1",0,NA,NA,NA,NA,NA
"RDN18-2",0,NA,NA,NA,NA,NA
"RDN25-1",0,NA,NA,NA,NA,NA
"RDN25-2",0,NA,NA,NA,NA,NA
"RDN37-1",0,NA,NA,NA,NA,NA
"RDN37-2",0,NA,NA,NA,NA,NA
"RDN5-1",73.1343003878729,-0.621406088790494,0.312677944464341,-1.98736783259544,0.0468816496657969,0.0702714051635475
"RDN5-2",4.5492951401772,-0.488052683487567,0.274534620866833,-1.77774548778787,0.0754456651463765,0.108613972840986
"RDN5-3",0,NA,NA,NA,NA,NA
"RDN5-4",0,NA,NA,NA,NA,NA
"RDN5-5",0,NA,NA,NA,NA,NA
"RDN5-6",28.9455633353889,-0.15836202343684,0.361437209414198,-0.438145324587654,0.661280940123276,0.728404237599766
"RDN58-1",0,NA,NA,NA,NA,NA
"RDN58-2",0,NA,NA,NA,NA,NA
"RNA170",15.2508829672077,0.417611210701393,0.145394113665567,2.87227041159296,0.00407534081727744,0.0073054572232592
"RPM1",0,NA,NA,NA,NA,NA
"RPR1",49.5926326672988,-1.14110231436642,0.208832760445318,-5.46419207375854,4.65019818354732e-08,1.46288813455901e-07
"RUF20",120.460453875656,0.275435930305523,0.142239745113328,1.93642030282093,0.0528162448560314,0.0784828865247292
"RUF21",39.3176960736656,0.535444988232566,0.413243477904178,1.29571310102255,0.195074346077041,0.255299886058596
"RUF22",0.0681261930447164,-0.555552094271849,2.3324102010867,-0.238187988550646,0.811735292815606,0.859058424022669
"RUF23",7.08636112553825,0.444243056255624,0.198745963646268,2.23523058333047,0.0254022146399341,0.0398466111998966
