"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"15S_rRNA",5.18887443818357,-1.09142747939062,0.917611350812644,-1.18942238282475,0.234273497307551,0.390739722982705
"21S_rRNA",55.5412607970849,-1.81040053263362,0.536746376730263,-3.37291616882851,0.000743765935954009,0.00400101223336064
"HRA1",2.10483644828683,0.25012408881314,1.24180629244054,0.201419569489835,0.840370514528593,NA
"ICR1",169.307602569517,0.216149675263666,0.175825997131276,1.22933854373243,0.218944901704038,0.371541110606351
"LSR1",164.088539196998,0.0583628502635088,0.306633262894937,0.190334374400555,0.849047119084826,0.911030679231847
"NME1",28.4636883308387,-0.32154963865456,0.357330895219732,-0.899865203250422,0.368191989898403,0.534775043395478
"PWR1",0,NA,NA,NA,NA,NA
"Q0010",0,NA,NA,NA,NA,NA
"Q0017",0,NA,NA,NA,NA,NA
"Q0032",0,NA,NA,NA,NA,NA
"Q0045",1.84630794998344,-4.59136533203225,2.02321962341454,-2.2693361011809,0.0232478947519198,NA
"Q0050",4.34904509196038,-1.19276522600302,1.04527181499749,-1.14110531719052,0.253826098859306,0.412464040905709
"Q0055",3.44146039417189,-1.60090000389449,1.10390246540187,-1.4502187050662,0.146997540546614,0.278295631986113
"Q0060",0,NA,NA,NA,NA,NA
"Q0065",0.476583115509123,-0.51912991268702,3.02311985399101,-0.171719924369417,0.863657721109275,NA
"Q0070",0,NA,NA,NA,NA,NA
"Q0075",0.308542859892271,-2.1730758006719,4.04554513647482,-0.537152776044779,0.591162088175603,NA
"Q0080",0,NA,NA,NA,NA,NA
"Q0085",0.310117238811101,1.46466192169062,3.38416562341519,0.432798534314207,0.665161138240143,NA
"Q0092",0,NA,NA,NA,NA,NA
"Q0105",0.574057473560589,-1.49614224295071,2.49933929359142,-0.598615100713609,0.549429583804753,NA
"Q0110",0.170514860301943,0.442642077596077,4.0804728567969,0.108478133081748,0.913616425417236,NA
"Q0115",0,NA,NA,NA,NA,NA
"Q0120",0.279204757018317,1.34257491275156,4.03868803770539,0.332428476826439,0.739565738615104,NA
"Q0130",1.37444797123081,0.320463466597009,1.71729310799243,0.186609650446709,0.851966699705259,NA
"Q0140",0,NA,NA,NA,NA,NA
"Q0142",0,NA,NA,NA,NA,NA
"Q0143",0,NA,NA,NA,NA,NA
"Q0144",0,NA,NA,NA,NA,NA
"Q0160",1.32202983907193,-1.64337870424644,2.02137862911664,-0.812998950604623,0.416218659827165,NA
"Q0182",0,NA,NA,NA,NA,NA
"Q0250",0.52130938526984,0.822978146851682,2.4850861706366,0.331166845067936,0.740518462332146,NA
"Q0255",0,NA,NA,NA,NA,NA
"Q0275",1.69822375951124,-0.850421963611593,1.37641562119405,-0.617852595187668,0.536672509859727,NA
"Q0297",0,NA,NA,NA,NA,NA
"RDN18-1",0,NA,NA,NA,NA,NA
"RDN18-2",0,NA,NA,NA,NA,NA
"RDN25-1",0,NA,NA,NA,NA,NA
"RDN25-2",0,NA,NA,NA,NA,NA
"RDN37-1",0,NA,NA,NA,NA,NA
"RDN37-2",0,NA,NA,NA,NA,NA
"RDN5-1",71.6072293825893,-1.10048983617641,0.475949940621046,-2.31219660357647,0.0207668513774634,0.0619533146295622
"RDN5-2",3.50551831935108,-0.60422734652485,1.0466540085768,-0.577294255382878,0.563740693690651,0.704084258238368
"RDN5-3",0,NA,NA,NA,NA,NA
"RDN5-4",0,NA,NA,NA,NA,NA
"RDN5-5",0,NA,NA,NA,NA,NA
"RDN5-6",27.3747285090811,-1.52337472435539,0.787967611556829,-1.93329611777517,0.0531997297994244,0.130108993128726
"RDN58-1",0,NA,NA,NA,NA,NA
"RDN58-2",0,NA,NA,NA,NA,NA
"RNA170",17.8439065828225,0.824547940290439,0.479274240108769,1.72040946766367,0.0853580372308122,0.186943146187598
"RPM1",0,NA,NA,NA,NA,NA
"RPR1",45.5358743299173,-1.61037779491933,0.357950103685796,-4.49888903044681,6.83095006562153e-06,6.78132801723139e-05
"RUF20",161.612217274224,0.543121457374591,0.199075117156989,2.7282237234415,0.00636764051416614,0.0237510772488322
"RUF21",61.0051282080924,1.76266169683206,0.457361979340135,3.85397513666345,0.000116215402379497,0.000813128027759813
"RUF22",0.607237044470567,-0.392521247869443,2.18961602821776,-0.179264876951479,0.857729724211661,NA
"RUF23",8.6324876260078,0.925062948926101,0.691042401603943,1.33864860792765,0.180685094064091,0.322461894741222
"RUF5-1",387.269777967248,0.104911076877326,0.192561213799682,0.544819357996273,0.585877763498383,0.723064209973452
"RUF5-2",253.587996972265,0.163766904976327,0.195879052321009,0.83606135028642,0.403120390098386,0.566325954856066
"SCR1",245.926868323955,-1.80108093059225,0.432477434932599,-4.16456625274089,3.11945035711473e-05,0.000259873276832009
"SRG1",227.963169503902,-0.866797380218099,0.231830912464233,-3.73892062540119,0.000184812063724586,0.00121748501056719
"TLC1",1843.43160922585,0.312743506730181,0.106538554242397,2.93549606482011,0.00333014835270948,0.0138264659789612
"YAL001C",697.757992571946,0.540080431983952,0.15436392595328,3.49874770707383,0.000467448663243674,0.00269100350728564
"YAL002W",589.464818833634,0.0743133839461536,0.118197294068227,0.628723225281772,0.529530270287991,0.67581906466422
"YAL003W",10136.7033786333,-1.19093973289303,0.147186486751081,-8.09136598869386,5.89992821828077e-16,2.36845243412609e-14
"YAL004W",0,NA,NA,NA,NA,NA
"YAL005C",13537.9954083956,-0.929431699783465,0.227748937985223,-4.08094855679971,4.48522821690381e-05,0.000356101617270373
"YAL007C",1307.3115952649,0.207244047899545,0.13961878579489,1.4843564690786,0.137714376751457,0.265486245284481
"YAL008W",537.036110498509,0.233466919130005,0.233035287090949,1.00185221750939,0.316414973168324,0.48295573228793
"YAL009W",421.459423427329,0.365664811750978,0.132277192204982,2.76438292690949,0.00570305682348355,0.0217522173261489
"YAL010C",414.194862920275,0.258757560831034,0.147918882159418,1.74932068883647,0.0802356017121371,0.178508233390044
"YAL011W",546.295592489375,0.284725748550003,0.145869542687121,1.95192048528401,0.050947645748964,0.125746283973984
"YAL012W",6924.57865785179,-0.00838377388277288,0.16943397026984,-0.0494810684623687,0.96053592389559,0.979308819076624
"YAL013W",1488.63156694828,0.202284696428386,0.1386721903011,1.45872576173466,0.144640602620823,0.274920088295138
"YAL014C",1310.89913936111,0.174160073647699,0.115482292343317,1.5081106385552,0.131526212861547,0.256775946872253
"YAL015C",588.51256946319,0.535596401376632,0.138073361881445,3.87907119866115,0.000104856063614131,0.000746663521722352
"YAL016C-A",22.3491010529745,-0.367514434891191,0.408341760597864,-0.900016776028744,0.368111323053315,0.534775043395478
"YAL016C-B",71.080551228274,1.07323590441197,0.30088697217751,3.56690718991583,0.000361219340980473,0.00215423567977491
"YAL016W",2031.93049499079,0.00686553371643296,0.100873404814445,0.0680608900736722,0.945737163331369,0.970517622635786
"YAL017W",1420.18789647467,0.26267858969754,0.141034247966747,1.86251632837064,0.0625303460539644,0.147876440612891
"YAL018C",2.2640518989739,0.461420798530849,1.19254676678197,0.386920506082937,0.698815059612183,NA
"YAL019W",787.005654180234,-0.661977549876,0.302383957974036,-2.18919533400922,0.0285826456498211,0.0797161671770739
"YAL019W-A",0.930241440231919,-1.32721146075008,1.89607756041707,-0.699977410448407,0.483941411910359,NA
"YAL020C",535.533859969423,-0.106228129584217,0.164462613068151,-0.645910505752437,0.518337315456583,0.666122564461311
"YAL021C",1375.9476560255,-0.405672179221959,0.127858793337118,-3.1728140758559,0.00150969169802051,0.00714701124553216
"YAL022C",1282.57763874406,-0.17418353628494,0.129461000465121,-1.34545180138529,0.178479376362023,0.319858547537185
"YAL023C",4492.4099555474,-0.237325590469942,0.152720197568446,-1.5539895459052,0.120186910291243,0.241331422999976
"YAL024C",322.758161246995,0.367554118914979,0.195267897482689,1.88230694165979,0.0597943525511291,0.142772909455726
"YAL025C",891.886741445868,-1.59612985194608,0.364940214115967,-4.37367489305763,1.22172281825795e-05,0.000112101795166726
"YAL026C",1078.88890439992,0.00363934839145837,0.131897454488356,0.0275922564660234,0.977987357760569,0.987593922047969
"YAL026C-A",36.4528817909556,1.52036648905626,0.359949106993762,4.22383736899397,2.40177394375133e-05,0.000207346694095629
"YAL027W",280.61544893844,-0.0971112651874471,0.144475366487312,-0.672164864838573,0.501478745986143,0.650298374771852
"YAL028W",564.429220136728,0.248446550936395,0.184621961560092,1.34570421003532,0.178397928102515,0.319801811945982
"YAL029C",1531.54279597202,-0.0755034614469111,0.144025217707227,-0.524237787304677,0.600113161669445,0.73433546149797
"YAL030W",841.804209652243,0.196686439724738,0.20829454887956,0.944270701190871,0.345031333999478,0.511573466823326
"YAL031C",623.124005924989,0.383797722652774,0.138792575317795,2.76526119480086,0.0056877233229925,0.0217195284801313
"YAL031W-A",13.1652463978253,1.98025159078466,0.583077015868934,3.39620931178976,0.000683260886480839,0.00373178968866193
"YAL032C",743.954504489421,0.073677349834829,0.12569700363309,0.586150406973055,0.557774445044265,0.698849300603843
"YAL033W",306.188545870695,-0.239966043837956,0.168578548996413,-1.42346725171459,0.15460074896205,0.288579078925674
"YAL034C",706.538408600354,0.151622858457959,0.159204047237143,0.952380678062217,0.34090395499915,0.507798261354254
"YAL034C-B",41.1688099785536,-0.0620241393496936,0.361301152879883,-0.171668811060545,0.863697906924578,0.918465505989497
"YAL034W-A",166.297377339405,0.266974605689871,0.171448074317826,1.5571747116562,0.119429010651382,0.240241946574953
"YAL035W",5369.66886258616,-0.640946249935439,0.169350572063052,-3.78473035034569,0.000153875326759488,0.00103636484243899
"YAL036C",679.180745271487,-0.983166958319964,0.283165825964177,-3.47205371613008,0.000516492979491307,0.00293838300024151
"YAL037C-A",32.4297799590165,0.872871972732245,0.476641290317865,1.83129743575119,0.0670561601860978,0.155544137549767
"YAL037C-B",237.908726396448,-0.107446997511973,0.322050707508846,-0.333633788117113,0.738655918530251,0.839565911293541
"YAL037W",76.066676385174,0.382656172528189,0.269068124089166,1.42215349299935,0.154981696473044,0.288870411040731
"YAL038W",25032.3270351059,-1.54379740150019,0.114680180537939,-13.4617629154278,2.62575827903589e-41,2.81087423770792e-39
"YAL039C",2290.84553730982,-0.0891929120145566,0.110788969873259,-0.805070325291338,0.420779098813056,0.582596281887532
"YAL040C",1016.05783963552,-0.155676882783656,0.299962613971112,-0.51898761889923,0.603769375204498,0.737324339471613
"YAL041W",831.173536003158,-0.03207142128895,0.143655188683521,-0.223252787336522,0.82333877015101,0.895175967721241
"YAL042C-A",0.113717788407273,0.442642077596077,4.0804728567969,0.108478133081749,0.913616425417236,NA
"YAL042W",4394.78850730365,-0.0496072133932266,0.109583431406714,-0.452688994644742,0.650772705381392,0.772814100943901
"YAL043C",1070.48256366131,-0.0921013885235251,0.163249560432306,-0.564175415110636,0.572634757547893,0.71222852116473
"YAL044C",1442.04903437011,-1.50311891330023,0.214204055718996,-7.01722900742877,2.26311517088193e-12,6.66788474430029e-11
"YAL044W-A",63.9309541505518,0.0530268199448706,0.303018286647216,0.174995445098685,0.861083212645422,0.917507875716912
"YAL045C",3.27615944293997,2.80710642583615,1.28582738727636,2.18311295405067,0.0290274928448179,0.0806416896809107
"YAL046C",344.881466807833,-0.136992873089444,0.17195240777092,-0.796690635887753,0.425630723694251,0.587035889690396
"YAL047C",249.244149410947,0.0684373912460305,0.159102157142669,0.430147475528329,0.667088366881961,0.783883750545707
"YAL047W-A",0.787393064518588,-0.826557170869975,2.02368911432764,-0.408440785206573,0.682950095544575,NA
"YAL048C",171.622496706362,-0.158753077887889,0.185364003309512,-0.856439627184843,0.391754653519844,0.558048378699924
"YAL049C",888.380861103557,0.255535653281151,0.150067252589134,1.70280756708978,0.088604086287242,0.191553028011766
"YAL051W",613.870597147081,0.13678645365907,0.131461830480026,1.04050318757621,0.298106183897361,0.463616469533353
"YAL053W",4740.65563857435,0.428209147434057,0.156595169944992,2.73449779826846,0.0062475513195003,0.0234262570373263
"YAL054C",447.297990083252,0.597560990691942,0.219274841581316,2.725168954097,0.00642685901784439,0.0238887242312584
"YAL055W",474.376579553918,0.0475060865959676,0.200507399157323,0.236929344231796,0.812711604621234,0.889720958835176
"YAL056C-A",4.75189683500685,0.902316313130837,0.84923668262586,1.06250275287315,0.288007508934025,0.45185842057095
"YAL056W",1573.12446265269,0.172722832047691,0.128952119053996,1.33943384036494,0.180429478978735,0.322184749369034
"YAL058W",312.929117795478,-0.193709443287571,0.184753367026388,-1.04847584866967,0.294419423846504,0.459328627487514
"YAL059C-A",0.154271429946135,-1.48091127404641,4.0804728567969,-0.362926387705199,0.716659874230565,NA
"YAL059W",137.947334654812,-0.806354295686105,0.317975080539507,-2.53590405360686,0.0112157458497389,0.0377363727568743
"YAL060W",1856.97148251595,-0.425179723506358,0.238582249209667,-1.78210962850261,0.0747313559600482,0.169491348633965
"YAL061W",1753.83680365956,-2.32068332660576,0.180785293824667,-12.836681997245,1.02159857605002e-37,9.37389664852757e-36
"YAL062W",604.928611971834,0.112949497680067,0.124345082526696,0.908355162785123,0.363690606724362,0.531267856945776
"YAL063C",411.124830987464,-0.172576838996353,0.177377506293975,-0.972935309567007,0.330585454558066,0.496573988453335
